0,12,7111,4319,952,0,0,40,3538,0,0,1753,37,16,657,0,0,6207,0,37,0,1176,3249,4746,0,0,1579,1769,74,80,0,0,0,0,0,0
0,70,29412,20007,3293,0,0,179,23036,0,0,8587,448,373,3290,0,0,26865,0,448,0,8804,25344,20807,0,0,11651,14190,1230,1068,0,0,0,0,0,0
0,150,9055,2601,5558,0,0,132,2719,0,0,7023,333,302,4526,0,0,8320,0,333,0,7377,7386,2449,0,0,9788,11492,1371,1618,0,0,0,0,0,0
0,51,7667,3180,3800,0,0,116,2777,0,0,7418,231,219,3682,0,0,7402,0,231,0,7847,6839,2869,0,0,9325,11791,1023,1145,0,0,0,0,0,0
0,90,8181,3258,11685,0,0,106,2276,0,0,6826,362,341,6729,0,0,7746,0,362,0,6873,6444,2588,0,0,7796,8740,2023,2350,0,0,0,0,0,0
0,65,5738,2181,4879,0,0,49,1413,0,0,5822,294,267,3674,0,0,6048,0,294,0,6434,4989,2055,0,0,7330,8001,1312,1346,0,0,0,0,0,0
0,89,7466,2796,3992,0,0,86,2638,0,0,5960,255,183,3576,0,0,7452,0,255,0,6931,6180,3487,0,0,7398,9127,960,866,0,0,0,0,0,0
0,73,13666,6532,8622,0,0,139,7117,0,0,8588,228,352,13603,0,0,10883,0,228,0,8955,12829,7218,0,0,9614,10253,1047,744,0,0,0,0,0,0
0,76,9565,4356,3747,0,0,162,5182,0,0,6744,227,145,2873,0,0,9544,0,227,0,7392,8943,5698,0,0,8340,9459,1075,813,0,0,0,0,0,0
0,75,10755,4081,3875,0,0,47,3738,0,0,6898,343,189,3724,0,0,9909,0,343,0,7243,7866,3238,0,0,8456,9386,1195,833,0,0,0,0,0,0
0,70,9141,4174,4381,0,0,152,3649,0,0,7404,179,196,4856,0,0,8119,0,179,0,8956,6853,4611,0,0,8454,8280,1507,1025,0,0,0,0,0,0
0,69,6953,3854,2922,0,0,69,2822,0,0,5107,233,207,2885,0,0,6578,0,233,0,5645,6183,3161,0,0,6223,7116,985,701,0,0,0,0,0,0
0,78,5255,1897,3003,0,0,203,1355,0,0,5372,256,165,3269,0,0,5498,0,256,0,5896,5045,1414,0,0,6478,7114,885,653,0,0,0,0,0,0
0,47,12941,6432,3730,0,0,93,10317,0,0,7868,242,293,3132,0,0,16761,0,242,0,7362,33589,7359,0,0,7961,9104,1093,850,0,0,0,0,0,0
0,49,5850,3122,3163,0,0,49,1749,0,0,7047,214,176,2918,0,0,8074,0,214,0,7647,4811,1891,0,0,8369,9253,833,838,0,0,0,0,0,0
0,86,9192,2727,3688,0,0,50,2011,0,0,6803,277,134,3464,0,0,7725,0,277,0,7935,5688,1949,0,0,8286,9115,678,690,0,0,0,0,0,0
0,29,8712,2785,5267,0,0,68,1718,0,0,7216,244,138,5161,0,0,8234,0,244,0,8096,6956,1637,0,0,7485,8790,1908,831,0,0,0,0,0,0
0,61,8018,3734,3669,0,0,41,2274,0,0,6706,166,189,3010,0,0,8551,0,166,0,7642,6147,2139,0,0,7464,8369,923,716,0,0,0,0,0,0
0,63,7707,2591,3267,0,0,65,1744,0,0,6656,240,153,3337,0,0,6818,0,240,0,7267,5563,2094,0,0,6623,7478,958,614,0,0,0,0,0,0
0,83,6655,3236,3254,0,0,95,1752,0,0,8735,255,280,3419,0,0,6203,0,255,0,6912,5653,1696,0,0,6588,8263,960,758,0,0,0,0,0,0
0,50,6853,1954,3337,0,0,62,1974,0,0,5728,131,136,3095,0,0,6046,0,131,0,6139,5294,1679,0,0,7909,7807,611,634,0,0,0,0,0,0
0,45,7926,2420,3258,0,0,25,1909,0,0,5952,241,109,3050,0,0,5985,0,241,0,6894,5844,1755,0,0,6976,8209,558,475,0,0,0,0,0,0
0,80,9924,2098,4751,0,0,103,2092,0,0,7275,402,453,3618,0,0,7868,0,402,0,7580,7507,1644,0,0,9087,9285,1289,772,0,0,0,0,0,0
0,60,8895,2960,4081,0,0,92,2394,0,0,6779,196,129,3560,0,0,7759,0,196,0,7954,6713,2957,0,0,8960,10190,1064,941,0,0,0,0,0,0
0,30,6519,2010,3297,0,0,133,1526,0,0,6415,143,165,3869,0,0,5557,0,143,0,6718,4670,1103,0,0,7536,8831,1573,564,0,0,0,0,0,0
0,40,7714,4226,11706,0,0,53,1998,0,0,5684,202,162,4666,0,0,6694,0,202,0,6012,4362,1184,0,0,6154,6940,696,634,0,0,0,0,0,0
0,72,6610,2268,3135,0,0,102,1740,0,0,6069,266,137,3028,0,0,5898,0,266,0,6462,4858,1001,0,0,6418,7123,987,622,0,0,0,0,0,0
0,45,6830,2297,3826,0,0,168,1522,0,0,6526,242,184,4002,0,0,7864,0,242,0,6917,5906,1445,0,0,8078,8705,1061,451,0,0,0,0,0,0
0,92,8068,3070,5095,0,0,100,1803,0,0,6202,255,215,3282,0,0,8038,0,255,0,7138,6099,1833,0,0,7567,8933,1022,1033,0,0,0,0,0,0
0,43,7943,2831,3703,0,0,99,2471,0,0,6953,248,316,2902,0,0,8753,0,248,0,7162,6613,2982,0,0,9505,10030,757,865,0,0,0,0,0,0
0,59,11925,4488,3449,0,0,132,4648,0,0,5796,319,212,3374,0,0,11889,0,319,0,6316,9416,3770,0,0,8092,7953,1240,763,0,0,0,0,0,0
0,98,11146,3631,3904,0,0,161,2835,0,0,6300,173,132,3574,0,0,9731,0,173,0,7977,6983,2471,0,0,7745,8757,1114,839,0,0,0,0,0,0
0,35,6939,2525,3872,0,0,87,1727,0,0,7269,165,105,3438,0,0,5855,0,165,0,7983,4369,1612,0,0,8031,8236,1247,597,0,0,0,0,0,0
0,86,8061,3644,4295,0,0,64,2260,0,0,5827,270,248,3966,0,0,7944,0,270,0,6278,6173,2451,0,0,7017,7557,1130,996,0,0,0,0,0,0
0,52,10643,3577,8871,0,0,96,2900,0,0,6865,368,241,5658,0,0,10522,0,368,0,6929,8402,2885,0,0,8683,8458,1354,1708,0,0,0,0,0,0
0,43,11658,3443,4452,0,0,112,2620,0,0,6582,219,70,4365,0,0,9807,0,219,0,7815,6634,2046,0,0,8280,9145,2298,901,0,0,0,0,0,0
